Non-Grammar,Full
POS POS . NN '' `` NNP NN CD NN JJ `` POS NN NNP NNP NNP POS NN NN NNP NNS NN VBP JJ NN NNP JJ NN JJ : VBN NNP NNS VBP VBG NNS NNP NNP NN VBG JJ NN RB VBD NN PRP VBP NN NN NN NNP NN NN VBZ NNS WRB NN : NN NNP : NN VBZ JJ NN VBD NNP NNP VBP : JJ NN NNP : NNP NNP : NNP NNP NNP NN `` JJ `` NN CD NN CD JJ NN NNS VBD RB JJ JJ NN NN JJ JJ NNP NNP : '' NNP POS NN JJ CD NN JJ NN VBG JJ NNS NNP NNP NNP NNP NNP NNP NNP NNP VBP NN VBG NN JJ NN JJ NN NN NNS VBP JJ NNP MD JJ NNS VBN JJ NNS NNP ( NN ) NN NN VBN NNP POS JJ NNP NNP NNP NNP VBD VBG `` JJ NN VBZ `` JJ DT NN VBZ JJ NN JJ NN . ,POS POS . NN '' `` IN DT NN WRB RB CD NN VBZ JJ `` NN '' JJ NN NNP NNP NNP NN '' JJ NN NN NNP NNS WRB NN IN NN IN IN DT JJ NN VBG DT JJ NN IN DT JJ : VBN NNP NNS VBP VBG IN DT NNS NNP NNP NN WRB VBG IN JJ NN RB JJ VBP VBN IN NN WRB PRP VBP IN DT NN IN JJ NN NNP NN NN VBZ NNS WRB NN : IN NN NNP : NN VBZ DT NN TO VB IN JJ NNP NNP VBZ JJR : JJ NN TO NNP : NNP CC NNP : NNP NNP NNP NN VBZ RB VB DT `` JJ `` NN IN CD JJ CD JJ NN NNS VBN IN NN VBN JJ NN NN NN TO VB NNP NNP : '' NNP IN '' NN MD VB JJ CD NN NN NN WRB VBG JJ NNS NNP NNP NNP CC NNP NNP NNP NNP NNP MD VB NN VBG NN NN RB JJ NN IN JJ NN NNS VBP JJ NNP MD DT JJ IN JJ NNS VBN JJ NNS NNP ( NN ) NN NN VBZ VBN NNP POS NN JJ NNP CC NNP NNP NNP DT NN IN VBG IN `` JJ NN VBZ `` VBZ JJ DT NN VBZ RP VBG DT NN IN DT JJ NN . 
JJ NNP `` `` VB DT NN VBZ JJ NN JJ NN . ,JJ NNP `` IN `` VB DT NN VBZ RP VBG DT NN IN DT JJ NN . 
DT NN NN JJ NN NN NN NN ( JJ NN ) NN NNP NN VBG VBG CD '' JJ NNS POS NN JJ NNP NNP NNP NNP VBP NNP NN NNP NNP NNP NN NN NN '' JJ NNP NNP NN NNP CD NN NNS VBP NN NNP POS NN NNP NNS VBP JJ NNP VBZ JJ NN NN NN NNP NNP VBP NN VBN NN NN NNP VBZ : NN VBZ RB NNS NN NN NN VBD NNP NNP . CD VBZ NNP CD . CD NNP NNP NN NN VBN RB JJ VBN JJ NNS NNP VBZ NNP NN NN NNP VBG NNP NNP VBZ `` NNP NNP IN : `` NNS NN . ,DT JJ NN IN NN VBZ VBN JJ JJ NN NN ( JJ NN ) NN NNP NN VBG VBG CD IN DT POS JJ NNS POS IN DT NN MD VB RBR JJ NNP NNP NNP NNP IN NN NNP NN NNP IN NNP NNP NN VBZ RB VB NN VBD POS JJ NN IN DT NNP NNP NN NNP CD NN NNS VBP IN NN NNP POS NN NN NNP NNS IN NN IN JJ NNP VBZ JJ NN NN NN NNP NNP VBP NN TO VB VBN IN NN NN NNP VBZ : NN VBZ RB CC DT NNS VBP NN NN NN VBZ JJ NNP CD . CD VBZ IN NNP CD . CD NNP NNP NN IN NN VBZ VBN RB IN JJ VBN JJ NNS NNP VBZ NNP NN IN IN NN NNP NN NN IN NNP VBZ `` NNP NNP IN : `` NNS NN . 
NNP NN NN NNS VBP NNS RB . NN VBD NNP JJ NNS NNP NN NN NN NNS NNS VBP `` NNP NN `` NN '' NN NN VBD NNS : NN . NN . NN . ,NNP NN NN TO VB IN NN NNS VBP . NN RB VBD VBG DT JJ NNS NNP NN NN NN NNS IN NNS VBP VBN `` NNP DT NN `` NN NN '' NNS VBP VBN NN CC NN NNS : NN . NN . NN . 
NN VBD RB . ,NN VBD RB . 
JJ NN VBD JJ NNP NNP VBD NN PRP VBP NN NNS VBP JJ NN . ,JJ NN VBD IN NN IN NNP NNP VBD JJ WRB PRP VBP IN NN NNS VBP IN NN NN . 
MD VB JJ NN NNP NNS VBD RB VBG NN NN VBG NN NN NN NN NN NN NNP NNP NN RB VBZ NN NN NN RB JJ NN VBD . ,MD VB TO JJ NN NNP NNS IN NN RB IN VBG NN NN IN VBG NN NN IN NN TO NN TO NN CC NN NNP NNP NN RB VBZ NN NN NN RB IN JJ NN VBD TO . 
JJ : NN '' NN NN POS NNS NNP NN NN NN VBD `` VBD NNS `` NN NNP POS JJ NN NNS VBZ NN NNS VBP NNP NN NNS NN VBP NN NN NN NN JJ RB NN NNS VBP NN '' RB VB NN NN ( JJ NNS ) NNP NN : JJ NN . NN . NN . NN . NN ( NNP ) NN : NN NNS NNP NN NN . ,JJ : NN CC POS NN NN POS NNS VBP IN NN NN NNS VBD IN `` JJ NN `` NN NNP POS NNS VBP CC NN NNS IN NNS VBP IN DT NN IN NN NNP NN NNS IN DT NN NN NN NN NN NN VBZ RB JJ RB TO VB NNS NNS IN JJ NN POS NN RB VB IN NN NN ( JJ NNS ) NNS IN NN : JJ NN . NN . NN . NN . NN ( RB IN NNP ) NN : NN NNS IN DT NNP NN VBZ RB VB . 
( NN . NN . JJ JJ NN . DT : NN . NN ) VBZ NNP NNP RB RB JJ JJ NN : JJ JJ NN . ,( NN . NN . JJ JJ NN . DT : NN . NN ) VBZ IN NNP NNP RB CC RB RB VB IN JJ NN : MD RB VB IN JJ NN . 
NNP NNP NNP JJ JJ NN NN NNS NNP VBD NNP NN VBG NN JJ NNS NNP NNP NNP NNP NNP RB VBP NN : NN NNP : NN NNS `` VBP NN `` JJ NNS NNS NNS NNS . NN NNS VBD RB NNP NNP NN NNS VBP NN VBN NN NNS VBD JJ VBG NN NNS NNP NN ( NNP : NNP NNP ) VBZ NN : JJ NN NN NN VBD NNS . ,NNP NNP NNP RB JJ JJ TO VB NN NNS IN NNP FW NNP VBZ RB VB IN VBG NN JJ NNS NNP NNP CC NNP NNP NNP RB VBP TO VB : NN NNP : NN NNS `` VBP NN `` JJ NNS NNS CC NNS IN NNS . NN VBZ RB VBN RB IN NNP NNP NN NNS IN NN NN NNP NN NNS VBP VBN IN NN VBG TO VB NNS NNP RB NN ( NNP : NNP NNP ) VBZ PRP TO VB : NN DT NN WP NN NN VBZ VBN IN NNS . 
NN VBG RB . ,NN RB VBG RB . 
NNP SYM : : NN VBG JJ JJ RB RB : NN `` JJ NN NN `` NNP NNS RB VBP NN NNP : JJ JJ NN NN NN NN NNP JJ NN NNS NNP POS NN NNS POS NNP NNP POS NN RB POS NN RB JJ VBG NN NNP POS NN NN NN VBZ VBP NN NN : NN NNP POS JJ VBG NNP NN NN VBG NNP NN NN NN VBP NN : NNP NN RB JJ ( JJ NN ) NNP NN : CD JJ NN NNP VBN NN IN NN RB ( JJ NN NN NN NNS VBP NN ) NN VBG VB IN NNP NNP NNP NNP NNP NN NN . ,NNP SYM : CC : NN NN IN NNS JJ RB RB : NN `` DT NN VBG IN NN `` NNP NNS RB IN JJ NN NNP : VB DT NN IN DT NN RP NN NN NN NNP NN VBZ RB JJ IN NN NNS NNP POS NN VBP NNS IN '' NNP NNP POS NN RB NN '' JJ NN IN RB IN DT JJ NN VBG JJ NNP NN NN '' JJ NN IN NN NN VBZ VBP IN NN NN : NN NNP NN '' NNS RB WRB VBG RB NNP NN NN IN VBG DT NN TO DT NN NN NN VBZ RB VB NN : NNP NN RB JJ ( JJ NN ) NNP NN : CD JJ NN NNP RB VBN TO VB IN NN RB ( NN CC NN VBP JJ NNS VBD IN NN ) NNP VBG DT NN IN DT NNP NNP NNP NNP NNP NN NN . 
WP PRP VBP `` NNP JJS NN NN `` NNP NNP . ,WP VBP PRP VB TO VB TO VB IN `` NNP JJS NN IN PRP VBP `` IN DT NNP NNP . 
NNP VBG NNS VBZ NNP NNP VB RB VB JJ NNS POS NN NN NN NN VBZ RB NNP NNP NNS VBD NN NN VBG JJ NN NN NNS JJ JJ NN NN . ,NNP VBG IN NNS IN NNS NNP IN NNP VB IN JJ NN IN JJ NNS MD '' VB NN NN NN NN VBZ RB NNP NNP NNS VBD NN NN IN VBG JJ NN NN NNS JJ JJ NN NN . 
JJ JJ NN NNP NN NN NN VBP NN NN JJ NNP NN NN NN . ,JJ JJ NN IN NNP NN IN NN MD VB NN NN JJ NNP NN NN NN . 
NNP NN RB VBP JJ NN NN JJ . ,NNP IN NN RB VB DT NNS TO DT NN NN MD RB VB . 
NNS NN NNP VBZ VBN NN NNS `` NNP `` NN NN `` VB `` RB NNP `` JJ NN IN DT NNP `` NN NNP NNP PRP RB JJ NNP VBG JJ NN NN NN NN NNP CD . CD . ,PRP RB VBZ CC NN NNP VBZ DT VBN NN WRB PRP VBZ `` NNP `` NN IN NN IN `` NNP `` IN DT NN NNP `` JJ NN IN DT NNP `` IN DT NN NNP NNP WRB PRP RB JJ NNP VBG DT NN CC NN NN NN MD VB NNP CD . CD . 
NNP NN NN NNS VBP NN NNS VBG NN VBD NNP NN NNS VBG JJ NN NN . ,NNP NN MD VB NNS CC NNS IN NN NNS WRB VBG NN VBD NNP NN NNS IN VBG NNP NN NN . 
JJS NN NNS VBP DT NN NNS NNP JJ NNP NN NN NNS RB . ,JJS NN NNS VBP DT NN IN NNS IN NNP VBZ JJ NNP MD RB VB NN NNS RB . 
MD '' JJ NN NN POS JJ NN POS NN NNP NN RB VBD NNS POS NNP VBZ NN '' NN NN NN : NNP NNP : JJR VBZ JJ NN NNP VBZ : NN JJ NNP : NN NN JJ NN NN VBZ JJ NNS NNP NN NNS RBR VBG NNS NNP NNS JJ NNP NN VBG JJ NN NN '' JJ IN VBG NN NN . VB DT NNS NN NN NN . ,MD '' VB JJ NN NN POS JJ NN POS NN NNP NN VBZ RB VBN IN DT JJ NNS POS NNP VBZ NN '' NN VBZ RB VB NN : NNP NNP : RB RBR VBZ TO VB NN NNP VBZ : NN JJ NNP : NN TO VB JJ CC RB VB IN DT NN WDT VBZ NNS CC NNS NNP NN NNS RBR VBG NNS NNP NNS JJ TO NNP NN VBG NN TO VB RB NN '' JJ NN JJ NNP NN IN NN . VB DT NNS VBZ DT NN WDT VBZ RB VB IN NN . 
JJ NNP JJ NNP NN JJ NNP VBD NNP `` NNP `` NN NN NNP NN RB NNP NN NN VBP JJ NN JJ NNS NN . NNS VBP '' : POS NN . VB JJ `` NN `` NN ( . . ) ,JJ NNP MD VB NNP NN JJ NNP VBD IN NNP `` NNP `` NN JJ NN VBZ RB VB RB NNP NN NN TO VB WRB TO VB NN JJ NNS NN . NNS VBP '' : POS NN . VB JJ `` NN `` VBZ RB VB ( . . ) 
NNP NN VB JJ NNS JJ JJ NN NN VBG NNS RB ( JJ NN ) NN NN NN RB JJ NN NN . ,NNP NN CC VB JJ NNS VBP JJ JJ NN NN VBG NNS IN RB ( IN DT JJ NN ) NN CC NN NN JJ NN IN DT NN NN . 
DT NN NN VBD VBZ CD NNP NNP : NN NN VBZ CD NN VBZ VBZ CD NNP NNP : NN VBZ CD NN VBZ NNP NN NN NN . ,DT NN NN VBZ VBN PRP VBZ CD NNP NNP : NN NN CC VBZ CD NN VBZ PRP VBZ CD NNP NNP : NN VBZ CD NN VBZ NNP IN NN NN IN NN RP . 
NN : VBZ JJ NN VBG JJ NNS VBZ JJ NNS VBP `` JJ NN `` NN NN VBP NN NN NNP NNP NNS JJ NNP VBD NNP NNS ( RB ) NN JJ NN NNS VBD NN : NN VBD NNP NNP NN VBG JJ NNS NN VBZ JJ NN RB VBG JJ NNP `` `` NN JJ JJ NN MD VB NNS PRP VBP JJ NN . NN . VB NNP JJ NN VBZ VB ( ) VBG JJ NN NNS RB ( VBG NNP NN NN ) VBZ : NN NNS JJ NNS VBP JJ NNP JJ NN NNP ( VB NN : JJ NN . NN . NN ) NNP : JJ NN ( JJ NN VBZ `` NNP `` ) NNP VBD VBG NN NN NN NN NN JJ NN NN RB JJ JJ NN NN NN NN NNP : NNP RB VBZ NNP NNP NNP NN VBD NNP POS NN NN NNS VBP JJ CD . CD '' NN NN CD . CD NNS JJ VBP JJ NN NN VBZ RB NNP NNP VBD NN NNS VBP NNS NNP NN JJ NN NN : JJ NNP NNP CD NNS JJ JJ RB VBG CD NN NN NN NN JJ NN VBZ RB CD NN NN VBD NNS NNP NNP NN . NN ( RB VBZ NNS ) VBD NNP . NN NNP NNP POS NNP NNP VBZ VBG RB NNP NN NN NNP VBZ VBZ JJ NNP CD . CD JJ NN NNP NNP NNP NNP CD JJ VBG NNP NNP NNP NN NN VBZ JJ NNS VBP VBZ NN JJ NN NN ( NN ) VBZ JJ NN NN NN VBZ JJ NN POS VBG NNP NN '' NNS : NN NNP : NN VBZ VBP NN NN NN NNP JJ NNS NNS NNS NNS POS NN NNP NN NN SYM : NN NNS NNP : NN NNP : JJ NNP NN JJ NN NN NNP POS NN NN VBG JJ NN VBG NN NNP VBG NNS NN NN JJ VBZ NNS IN NN JJ NN NN NN ( JJ ) NN VBZ NNP NNP NNS NNP NNPS NN VBN NNP NNP JJ NNS VBP NNS JJ JJ NN NN RB JJ NN ( IN NNP POS NN ) NNP NN NN NN JJ NNP NNP NNP NNP NNP VBZ NN NN : VBZ VBG NNS NNP JJ IN JJ NN RB VBN NN NN NNS JJ NNP NN NN NNS VBZ CD NNP NNP NNS VBP JJ NNS JJ NN VBD NNP POS NN JJ NNS VBP CD . CD NNS MD VB JJ NN IN NN NN NNP NN NN VBG NNS NNP VBP VB IN RB NNP POS JJ NNS VBP VBG NN NNS NNS RB VBP JJ IN NN VBN JJ NNP NNP NN DT JJ NNS VBP NNP NNP NNP NN NN NNS VBP NNP NNP POS NN NNP NNS . ,NN : VBZ JJ NN VBG DT NN IN NNS VBZ JJ NNS VB DT `` JJ NN `` NN CC NN IN DT NN NN NN NNP IN NNP NNS JJ NNP MD RB VB VBN IN NNP NNS ( RB ) NN IN JJ IN NN NNS VBZ VBN NN : RB IN RB VBN IN NNP NNP NN VBG NN CC VB NN VBZ DT JJ NN RB IN VBG IN JJ NNP IN `` `` IN DT NN IN JJ JJ NN MD RB VB DT JJS NNS WRB PRP VBP NN IN NN . NN . VB NNP NN IN NN NNS IN NN ( ) VBG JJ NN NNS DT RB ( WRB VBG NNP NN NN ) VBZ : NN NNS JJ NNS VBP DT JJ NNP VBP IN DT NN NNP TO ( VB NN : JJ NN . NN . NN ) NNP : JJ NN ( VBN WRB PRP RB RB VBZ `` NNP `` ) NNP VBN IN VBG DT NN NN RB VBZ NN NN VBZ JJ IN JJ NN NN NN CC VB IN DT NN IN NN IN PRP$ NN VBZ RB VB NNP : NNP RB VBZ RP NNP NNP NNP VBZ RB VB WRB PRP VBZ VBN NNP POS NN NN NN NNS IN DT JJ NN NN CD . CD NN '' JJ NN IN NN CD . CD IN NNS NNS VBP RB WRB VBN RB NN NN VBZ RB NNP NNP TO VB NN NNS IN NN NNS NNP NN IN JJ NN IN NN : JJ NNP NNP CD NNS JJ JJ RB IN VBG TO CD NN NN NN NN JJ NN VBZ IN NN CD NN VBZ RB VB JJ NNS NNP NNP IN NN . NN ( CC RB JJ JJ NNS ) VBP RB VBN NNP . NN NNP NNP POS NN NNP NNP VBZ VBG RB NNP NN NN NNP NNS IN NNS VBP JJ NNP CD . CD JJ NN IN PRP$ NNP NN NN VBZ CD JJ VBG NNP NNP NNP NN NN VBZ JJ NNS TO VB CC VB NN JJ NN NN ( NN ) VBZ TO DT NN NN NN NN VBZ TO VB NN '' IN VBG NNP NN RB '' IN NNS : NN NNP : NN NNP NN RB RB JJ NN NNP JJ NNS CC NNS NNS IN NNP NN '' JJ NN NNP NN NN IN NN : NN NNS NNP : NN NNP : JJ NNP MD VB TO JJ NN NN NNP POS NN VB NN WRB VBG TO JJ NN VBG TO DT NN NNP VBG NNS NN NN JJ NNS IN NNS IN DT JJ NN JJ NN IN JJ NN ( JJ ) IN NN NNS VBP NNP NNS NNP IN NNP NN TO VBN NNP NNP JJ NNS VBP IN NNS MD VB JJ VB DT NN TO VB RB TO DT JJ NN ( IN NNP POS NN NN ) NNP NN NN NN IN JJ NNP NNP NNP NNP NNP VBZ DT NN IN JJ : VBZ VBG NNS NNP RB JJ IN JJ NN RB VBG VBN IN TO VB IN NN WRB NNS VBP JJ NNP NN NN IN NNS IN NNP CD CC NNP NNP NNS VBP JJ NNS WRB JJ NN VBZ VBN NNP POS NN NN JJ NNS IN NN CD . CD NNS MD RB VB DT NN IN NN IN DT NN NN NNP NN NN WRB NN IN NNS NNP TO VB RP VB NN DT RB NNP POS JJ NN IN NN CC NN CC IN VBG NN NNS IN NNS RB VBN TO VB IN NN VBZ VBN IN NN NNP NNP NN DT JJ NNS VBP NNP NNP NNP NN TO VB NNS CC NN NNP NNP NN '' JJ NN IN NNP NNS . 
NNP VBD CD NNS ( $ CD '' NN NN NNP VBZ RB JJ NN NNS NNP VBD JJ VBG NNP NNP CD . CD NNP NN VBZ NN : NN NNP NNS NNP NN NNP NN VBZ JJ VBG JJ NNS VBP NN ( JJ NNS ) NNP VBZ JJ NN VBG NN '' JJ JJ JJ NN VBZ CD NNP POS JJ VBN JJ NN VBD DT NN `` JJ NN : `` VBZ MD VB RB . ,NNP VBD IN CD NNS ( NN CC CD MD '' JJ NN NN NNP VBZ RB CC VBZ TO VB JJ NNS NNP VBD JJ WRB VBG NNP NNP CD . CD NNP NN VBZ NN : NN IN NNP NNS NNP NN IN NNP IN JJ NNS JJ VBG JJ NNS IN NN NN ( JJ NNS ) NNP NNS VBP RB VB NN VBG JJ VBD POS JJ NN IN JJ CC JJ NN IN NNS CD NNP POS NN VBP DT JJ NN NN IN PRP$ NN DT NN `` PRP VBP IN TO VB NN : `` VBZ CC MD VB VBN RB . 
NNP VBZ PRP VBP VBG NNP NN NN . NN NNS VBP NN NNP NN NN . NN . VB JJ NNS RB JJ NN IN CD NNS JJ NNP NNP NNP VBZ JJ JJ JJ NN NNP NN NN NNS VBP JJ NN . ,NNP VBZ WRB PRP VBP TO PRP VBG NNP NN NN . NN NNS IN JJ NN TO VB NN NN . NN . VB JJ NN RB IN JJ NN IN CD NNS VBP DT JJ NN NNP NNP NNP VBZ IN JJ NN CC JJ NN NNP IN JJ NN VBZ PRP CC VB PRP RB RB TO VB . 
VBG NNS IN NNS VBP NN NN POS NN NNP NNS VBG NN NN NN . ,VBG DT NNS IN DT NNS NN TO VB PRP$ NN NN '' JJ NN NNP NNS VBG TO VB DT NN NN . 
VBG NNS VBP NN NN JJ NN NN NN VBZ NN NNP VBZ RB NNP NN NN RB NN . ,VBG IN NNS MD VB IN DT NN NN JJ NN NN NN VBZ NN NNP VBZ RB NNP NN IN DT NN MD VB DT NN . 
JJ JJ NNP NNP POS NN : NN NN # NNS RB VBP NN JJ NN NNP NN NN : VBZ NNS WP$ NNP VBP `` NNP NNP NNP NNP NNP NN NN NN NNP NN NN NNP JJ NN NNS VBG JJ NNS VBP JJ NN VBG NNS NNS VBP NNS VB RB JJ NN VBZ JJ NN RB VBG NN NNS CD : NN : `` NN `` NNP RB VBZ JJ NN NN VBP IN `` : VBZ `` `` NNP `` VB JJ NN NNP NN JJ NNP . ,MD RB VB JJ NNP NNP NN '' JJ NN : NN NN # VBZ RB RB IN DT NN VBP RB VB TO VB NN NNP NN NN IN : VBZ IN NNS WP$ JJ NN IN `` NNP NNP NNP IN NNP NNP IN VBZ RB VB DT NN NN NNP NN NN TO DT NNP JJ NN NNS VBG JJ NNS DT JJ JJ NN VBG NNS VBZ RP DT NN NNS VBP JJ NN NN VBZ JJ JJ RB IN VBG NN NNS CD : NN : `` NN `` NNP RP DT NNS VBP JJ NN NN IN `` IN : NNS `` TO DT `` NNP `` NN IN DT JJ NN NNP DT NN TO VB NNP IN DT . 
NN NN VBN NN : : NNP VBZ CD . CD '' NN POS NNS VBP NN NNP NNS VBD WRB VBG NN NN JJ NN JJ NN ( VBZ CD NN JJ NN NN ) NNS VBD NNS VB VBG JJ NN ( NNP VBZ : NN VBZ NN NN NNP NNP NNP CD . CD . CD NNP JJ NNS NNS VBP NN ( JJ NN ) VBZ JJ . JJ NN NN : NNP NNP VBZ `` JJ NNP `` JJR NN NN NNP VBZ JJ NNP NN NN NNS VBD NN NN NNP NN NN NN NN SYM : NN JJ JJ NNS VBP JJ NNS VBZ JJ NN : NN NNS VBG `` NNP NNP `` NN '' JJ NN NN IN NNP : PRP VBP NNS VBG JJ NN : NNS VBP JJ VBP JJ NN NN NN NNS VBG NNP CD . CD NNPS JJ NN NN NNS NNP NN . ,NN NN VBN IN NN : : NNP VBZ CD . CD '' NN POS NNS IN JJ NN IN NNP NNS VBD WRB VBG NN TO VB JJ NN IN DT JJ NN ( NNS IN CD NN CC JJ NNS NN ) NNS IN JJ NNS VBP RB JJ VBG TO VB DT NN ( NNP VBZ : NN VBZ NN NN IN NNP NNP NNP CD . CD . CD NNP DT JJ NNS IN DT NNS VBP NN ( JJ NN ) VBZ IN NN . JJ NN NN : NNP NNP VBZ RP `` NNP IN NNP `` JJR NN MD VB NNP NNS VBP NNP NN WRB NN NNS VBP VBN JJ NN NNP NN NN VBP JJ NN NN SYM : NN TO VB JJ NNS VBP IN JJ NNS VBZ JJ NN : NN NNS VBG IN `` NNP NNP `` NN NN '' JJ VBP DT NN NN IN NNP : PRP VBZ JJ NNS IN VBG JJ NN : NNS VBP JJ NN IN JJ NN IN NN NN NNS RB VBG IN NNP NNP . CD NNPS VBP RP NN NN NN IN NNP NN . 
NNP NN NNP : NN NN `` VBN NN `` : NN `` NN NN `` JJ VBZ NN RB DT NN NN CD . CD NN NN . ,NNP NN NNP : VBG NN IN `` JJ NN `` : NN `` NN NN `` JJ VBZ NN TO VB DT NN NN IN DT CD . CD NN VBD VBN . 
NN NN NN `` UH `` NN NN JJ VBG NN JJ JJ NN NNP NNP VBD CD JJ NNP NNP JJ NN NN NN VBZ NNP NNP NNP NNP NN NNP NN NN NN NN IN NNP NNP NN JJ NN NNP VB JJ NNS JJ NNS VBP `` JJ NN `` NN NN NNP : NN VBD IN NNP VBD DT NN VBZ VBP IN VBG RB NN NN NN VBG VBG ( JJ NN VBG ) NNP VBZ `` JJ NNP NNP `` NN NN VBD `` JJ NN NN NNP NNP `` NNP NN VBD NNP NNP SYM : NN NN ( NNP ) VBZ NNP JJ NN IN NNP JJ NN NNP NNP NN SYM : NNP NN NNP NNP NNP VB JJ NN NN NNP NN NNP JJ NNS VBP JJ NNS NN NNS NNP NN . NN JJ JJ NN NNS POS NN NN NNS VBD JJ NNP VBD NNP NN : NNS VBP JJ JJ JJ NN . ,NN NN NN MD RB VB `` RB `` IN NN NN JJ VBG NN IN RB RB JJ JJ NN NNP NNP IN NN VBZ CD JJ NNP NNP TO VB NN NN NN WRB NNS VBP IN DT NNP NNP NNP NNP NN VBZ DT JJ NN IN DT NN NN NN IN NNP NNP NN VBZ JJ NN MD RB VB JJ NNS JJ NNS VBP `` JJ NN `` NN NN NNP : NN MD RB VB VBN IN DT NNP NN NNP NN NNS VBP IN DT NN IN VBG RB IN NN NN NN VBG RB VBG ( JJ NN VBG ) NNP VBZ `` JJ NNP NNP `` NN NN CC PRP$ NN `` JJ NN NN NNP NNP `` NNP NN RB VBN NNP NNP SYM : NN NN ( NNP ) VBZ NNP IN JJ NN VB NNP TO VB NN IN NNP NNP NN SYM : NN VBZ RB VB IN NNP NNP NNP RB VB JJ NN CC NN NNP NN NNP VBZ JJ NNS VBP IN JJ NNS NN NNS NNP NN . NN JJ JJ NN NNS VBP '' JJ NN NN IN NNS RB VBN TO VB NNP VBD NNP NN : NNS VBP DT NN JJ VB DT NN . 
NN NN VBP NN NN VBD NNS NN . NN VBG NN . ,NN NN MD VB NN NN IN VBN NNS NN . NN VBG NN . 
JJ NN VBD NN NN VBP JJ JJ NN NN VBZ RB JJ NN NNS VBG NN '' JJ NN VBG NN VBD JJ NNP NN ( VB . ) ,JJ NN IN JJ NN NN MD VB NN IN JJ NN NN VBZ NN IN NN NN VBZ NN IN NN '' JJ JJ NN VBG NN VBD PRP IN NN NNP IN DT NN ( VB . ) 
VBG NN NN NNS VBP NNS POS NN JJ NN VBD NN NN NNP NN NN NN NN VBG NN NNP NN : VB VBG JJ NN NN NNP : RB NNP POS NN VBD NNP NN JJ NNP POS NN ( NNP NNP NNP VBZ `` NNP . NN VBD NN : ) NN . ,VBZ VBG WRB DT NN NN VBZ IN DT NN VBZ VBD '' JJ VBP JJ NN IN VBG VBN IN NN NN NNP NN MD VB NN CC NN IN VBG NN NNP NN : VB NN CC NN NN NN NNP : NN NNP NN '' JJ NN VBD WRB NNP NN VBZ JJ NNP VBD POS JJ NN ( NNP NNP NNP VBZ `` NNP . NN VBZ VBN DT NN : ) NN . 
NN . NN ( JJ NNP NN ) POS NN JJ JJ NN ( JJ NNP NN ) NN VBN RB JJ JJ NNS VBP JJ NNP NN NN NNP NN NNP RB JJ JJ NNP : NNS ( NNP ) NN NN VBG JJ NN NN NNS VBP NN ( JJ NN NN . ) ,NN . NN ( JJ NNP NN ) NN '' JJ NN IN JJ IN JJ NN ( JJ NNP NN ) NN VBG VBN IN NN CC VB JJ NNS MD VB TO VB JJ IN NNP VB JJ NNP NN IN NNS TO RB VB CC VB NNP : NNS ( NNP ) NN VBZ RB VB IN VBG JJ NN NN NNS VBP IN NN ( JJ NN TO VB . ) 
RB NN NN JJ NN POS NN VBG NN NN NNP NN NN NNP NN RB NNP POS NN NNP NNP NNP NN PRP VBP NN NNS VBP IN NN VBD JJ NN : JJ VB NNP VBG NNS VBG NN NN NNS `` JJ : NN VBP `` NNS VBP JJ VBD JJ VBG NN NNP NNP NNP NNP VBZ `` . . . . . . `` ,DT JJ NN IN DT NN NN NN NN '' JJ NN WRB VBG NN NN NNP NN MD VB NNP NN RB NNP NN '' JJ NN IN NNP NNP NNP NN IN PRP VBP TO VB NNS CC VB IN NN VBD JJ NN IN : JJ VB NNP IN VBG NNS VBG NN TO VB NNS TO `` JJ : NN CC VB `` NNS VBP NN WRB VBD CC JJ VBG DT NN NNP NNP NNP NNP RB VBZ `` . . . . . . `` 
RB JJ JJ NN NN NN VBD VBG NN NN NNS NNP RB VBD NN NNP NN NN NN JJ NN IN JJ JJ VBG JJ NN : NN NNP NN NNP NNP NN VBG `` VB `` RB JJ NNS NNS VBP DT NNS VBD JJ PRP VBD CD . CD : NN . JJ NNP VBG NNS VBD JJ NN `` JJ JJ NN `` JJ NN NNP NN NNS VBP NNP VBG NNS JJ NNS IN NNP NNP NN NN NNS VBD RBR CD RB VBN JJ NN . VB JJ ( NN . ,RB IN DT JJ NN NN NN IN RB VBN WRB VBG NN NN IN NNS NNP RB NN VBZ DT NN NNP NN IN NN NN JJ TO VB JJ JJ NN WRB VBG JJ CC JJ : NN NNP NN IN NNP NNP VBZ NN VBG IN DT `` NNP `` RB JJ NNS VBZ DT NN DT NNS VBD IN IN PRP VBD CD . CD : NN . JJ NNP NN IN NNS VBP VBN CC VBZ RB VB JJ NN `` JJ IN JJ NN `` IN JJ CC JJ NNP NN NNS DT JJ NNP NN VBZ JJ NNS TO VB NNP NNP NN NN VBZ DT VBN NN WRB RB NN VBZ RB VBN VBN JJ NN . VB JJ ( NN . 
NN NN NNP NN NN . ,DT NN NN IN NNP MD VB NNP . 
